"","CGID"
"36398","cg05278500"
"36399","cg05280131"
"36400","cg05280206"
"36401","cg05280336"
"36402","cg05281623"
"36403","cg05281965"
"36404","cg05282135"
"36405","cg05282249"
"36406","cg05282555"
"36407","cg05282889"
"36408","cg05282905"
"36409","cg05283091"
"36410","cg05285768"
"36411","cg05286187"
"36412","cg05286234"
"36413","cg05286724"
"36414","cg05287321"
"36415","cg05288324"
"36416","cg05289966"
"36417","cg05290705"
"36418","cg05291069"
"36419","cg05291710"
"36420","cg05292159"
"36421","cg05293762"
"36422","cg05293990"
"36423","cg05294259"
"36424","cg05294497"
"36425","cg05295427"
"36426","cg05297066"
"36427","cg05298120"
"36428","cg05298375"
"36429","cg05300773"
"36430","cg05300942"
"36431","cg05301034"
"36432","cg05302426"
"36433","cg05302445"
"36434","cg05303249"
"36435","cg05303739"
"36436","cg05304057"
"36437","cg05304556"
"36438","cg05304785"
"36439","cg05305060"
"36440","cg05305304"
"36441","cg05305413"
"36442","cg05305702"
"36443","cg05305986"
"36444","cg05307070"
"36445","cg05307452"
"36446","cg05307859"
"36447","cg05307865"
"36448","cg05308744"
"36449","cg05308904"
"36450","cg05309453"
"36451","cg05310646"
"36452","cg05311526"
"36453","cg05315112"
"36454","cg05315510"
"36455","cg05321307"
"36456","cg05321683"
"36457","cg05323560"
"36458","cg05325028"
"36459","cg05325061"
"36460","cg05325567"
"36461","cg05326140"
"36462","cg05326826"
"36463","cg05330291"
"36464","cg05331060"
"36465","cg05331252"
"36466","cg05331290"
"36467","cg05332489"
"36468","cg05334414"
"36469","cg05334554"
"36470","cg05335344"
"36471","cg05336149"
"36472","cg05337229"
"36473","cg05337998"
"36474","cg05338009"
"36475","cg05338125"
"36476","cg05338672"
"36477","cg05339574"
"36478","cg05340577"
"36479","cg05340803"
"36480","cg05341252"
"36481","cg05346902"
"36482","cg05347872"
"36483","cg05347948"
"36484","cg05348084"
"36485","cg05349601"
"36486","cg05349828"
"36487","cg05350036"
"36488","cg05351267"
"36489","cg05353133"
"36490","cg05353454"
"36491","cg05353481"
"36492","cg05354594"
"36493","cg05355055"
"36494","cg05355103"
"36495","cg05355320"
"36496","cg05357107"
"36497","cg05357338"
"36498","cg05357347"
"36499","cg05357674"
"36500","cg05357861"
"36501","cg05360847"
"36502","cg05361272"
"36503","cg05362314"
"36504","cg05362892"
"36505","cg05363065"
"36506","cg05363350"
"36507","cg05364058"
"36508","cg05364761"
"36509","cg05367916"
"36510","cg05368089"
"36511","cg05369268"
"36512","cg05369965"
"36513","cg05371015"
"36514","cg05371322"
"36515","cg05371438"
"36516","cg05371922"
"36517","cg05372113"
"36518","cg05372365"
"36519","cg05372597"
"36520","cg05372647"
"36521","cg05372957"
"36522","cg05373705"
"36523","cg05374258"
"36524","cg05375100"
"36525","cg05376267"
"36526","cg05376477"
"36527","cg05376982"
"36528","cg05377165"
"36529","cg05377193"
"36530","cg05377415"
"36531","cg05377515"
"36532","cg05378695"
"36533","cg05378942"
"36534","cg05379002"
"36535","cg05381960"
"36536","cg05382137"
"36537","cg05384917"
"36538","cg05385777"
"36539","cg05385973"
"36540","cg05386570"
"36541","cg05386977"
"36542","cg05388057"
"36543","cg05389034"
"36544","cg05389247"
"36545","cg05390075"
"36546","cg05390183"
"36547","cg05392008"
"36548","cg05394359"
"36549","cg05395761"
"36550","cg05397122"
"36551","cg05397362"
"36552","cg05397514"
"36553","cg05397535"
"36554","cg05397740"
"36555","cg05397934"
"36556","cg05398260"
"36557","cg05403431"
"36558","cg05403433"
"36559","cg05403832"
"36560","cg05404715"
"36561","cg05405674"
"36562","cg05406678"
"36563","cg05406791"
"36564","cg05407003"
"36565","cg05407106"
"36566","cg05407191"
"36567","cg05408313"
"36568","cg05408674"
"36569","cg05408886"
"36570","cg05409340"
"36571","cg05409391"
"36572","cg05411944"
"36573","cg05412210"
"36574","cg05413282"
"36575","cg05415729"
"36576","cg05415871"
"36577","cg05416693"
"36578","cg05417596"
"36579","cg05418218"
"36580","cg05418246"
"36581","cg05418495"
"36582","cg05418652"
"36583","cg05420134"
"36584","cg05420166"
"36585","cg05420234"
"36586","cg05421143"
"36587","cg05422394"
"36588","cg05426700"
"36589","cg05428299"
"36590","cg05428452"
"36591","cg05428770"
"36592","cg05428888"
"36593","cg05429374"
"36594","cg05429769"
"36595","cg05430359"
"36596","cg05430387"
"36597","cg05433102"
"36598","cg05435581"
"36599","cg05435882"
"36600","cg05437476"
"36601","cg05439258"
"36602","cg05441372"
"36603","cg05441897"
"36604","cg05442111"
"36605","cg05443389"
"36606","cg05443789"
"36607","cg05444312"
"36608","cg05444785"
"36609","cg05445006"
"36610","cg05445137"
"36611","cg05446127"
"36612","cg05449108"
"36613","cg05451078"
"36614","cg05452854"
"36615","cg05453016"
"36616","cg05453411"
"36617","cg05454323"
"36618","cg05456362"
"36619","cg05456482"
"36620","cg05456652"
"36621","cg05457193"
"36622","cg05457344"
"36623","cg05457768"
"36624","cg05458412"
"36625","cg05460050"
"36626","cg05462173"
"36627","cg05463727"
"36628","cg05464589"
"36629","cg05465347"
"36630","cg05465572"
"36631","cg05465755"
"36632","cg05467212"
"36633","cg05467447"
"36634","cg05467472"
"36635","cg05467716"
"36636","cg05468243"
"36637","cg05468351"
"36638","cg05468559"
"36639","cg05469706"
"36640","cg05469734"
"36641","cg05470939"
"36642","cg05471382"
"36643","cg05471491"
"36644","cg05472349"
"36645","cg05472420"
"36646","cg05472727"
"36647","cg05472854"
"36648","cg05473146"
"36649","cg05475010"
"36650","cg05475280"
"36651","cg05475575"
"36652","cg05475702"
"36653","cg05476956"
"36654","cg05477246"
"36655","cg05478407"
"36656","cg05479618"
"36657","cg05480730"
"36658","cg05481217"
"36659","cg05483105"
"36660","cg05483945"
"36661","cg05484548"
"36662","cg05484606"
"36663","cg05484985"
"36664","cg05486191"
"36665","cg05486931"
"36666","cg05487635"
"36667","cg05487769"
"36668","cg05488343"
"36669","cg05489989"
"36670","cg05491383"
"36671","cg05491661"
"36672","cg05492075"
"36673","cg05492974"
"36674","cg05493094"
"36675","cg05494080"
"36676","cg05494709"
"36677","cg05495422"
"36678","cg05496814"
"36679","cg05498100"
"36680","cg05499134"
"36681","cg05499272"
"36682","cg05500774"
"36683","cg05504125"
"36684","cg05506007"
"36685","cg05506103"
"36686","cg05506292"
"36687","cg05506475"
"36688","cg05506566"
"36689","cg05507257"
"36690","cg05507490"
"36691","cg05508062"
"36692","cg05509478"
"36693","cg05509896"
"36694","cg05509965"
"36695","cg05510560"
"36696","cg05513576"
"36697","cg05514072"
"36698","cg05514909"
"36699","cg05515118"
"36700","cg05515244"
"36701","cg05515414"
"36702","cg05516061"
"36703","cg05516744"
"36704","cg05519080"
"36705","cg05519181"
"36706","cg05519582"
"36707","cg05519737"
"36708","cg05520155"
"36709","cg05521981"
"36710","cg05522848"
"36711","cg05523500"
"36712","cg05523911"
"36713","cg05524154"
"36714","cg05525305"
"36715","cg05525601"
"36716","cg05526036"
"36717","cg05528280"
"36718","cg05528999"
"36719","cg05530021"
"36720","cg05530055"
"36721","cg05530348"
"36722","cg05530484"
"36723","cg05530592"
"36724","cg05531502"
"36725","cg05533705"
"36726","cg05535398"
"36727","cg05535760"
"36728","cg05535877"
"36729","cg05538632"
"36730","cg05541329"
"36731","cg05543443"
"36732","cg05544622"
"36733","cg05545813"
"36734","cg05545832"
"36735","cg05545882"
"36736","cg05546741"
"36737","cg05547600"
"36738","cg05548956"
"36739","cg05549897"
"36740","cg05550202"
"36741","cg05552796"
"36742","cg05554346"
"36743","cg05554543"
"36744","cg05554735"
"36745","cg05555951"
"36746","cg05556219"
"36747","cg05557027"
"36748","cg05557315"
"36749","cg05557449"
"36750","cg05558712"
"36751","cg05558767"
"36752","cg05559398"
"36753","cg05563042"
"36754","cg05563813"
"36755","cg05564608"
"36756","cg05564657"
"36757","cg05566434"
"36758","cg05568311"
"36759","cg05568557"
"36760","cg05569814"
"36761","cg05569923"
"36762","cg05570831"
"36763","cg05571581"
"36764","cg05572164"
"36765","cg05572504"
"36766","cg05572584"
"36767","cg05573149"
"36768","cg05575220"
"36769","cg05575961"
"36770","cg05577434"
"36771","cg05578595"
"36772","cg05579861"
"36773","cg05580667"
"36774","cg05580931"
"36775","cg05581880"
"36776","cg05582397"
"36777","cg05582440"
"36778","cg05583965"
"36779","cg05584235"
"36780","cg05584602"
"36781","cg05585176"
"36782","cg05586304"
"36783","cg05587171"
"36784","cg05587870"
"36785","cg05588334"
"36786","cg05588508"
"36787","cg05590025"
"36788","cg05591196"
"36789","cg05591348"
"36790","cg05592278"
"36791","cg05592581"
"36792","cg05593615"
"36793","cg05596272"
"36794","cg05596328"
"36795","cg05597504"
"36796","cg05597748"
"36797","cg05597945"
"36798","cg05598488"
"36799","cg05599109"
"36800","cg05599155"
"36801","cg05600804"
"36802","cg05600935"
"36803","cg05603252"
"36804","cg05605377"
"36805","cg05605445"
"36806","cg05606074"
"36807","cg05609039"
"36808","cg05609091"
"36809","cg05609408"
"36810","cg05609414"
"36811","cg05609837"
"36812","cg05610198"
"36813","cg05610699"
"36814","cg05611177"
"36815","cg05611837"
"36816","cg05611958"
"36817","cg05613063"
"36818","cg05614500"
"36819","cg05615220"
"36820","cg05615856"
"36821","cg05616095"
"36822","cg05618150"
"36823","cg05620362"
"36824","cg05620791"
"36825","cg05621217"
"36826","cg05621759"
"36827","cg05622300"
"36828","cg05623246"
"36829","cg05623411"
"36830","cg05626290"
"36831","cg05626738"
"36832","cg05627301"
"36833","cg05627663"
"36834","cg05628638"
"36835","cg05628702"
"36836","cg05629015"
"36837","cg05629982"
"36838","cg05630517"
"36839","cg05630812"
"36840","cg05632088"
"36841","cg05633070"
"36842","cg05634255"
"36843","cg05635504"
"36844","cg05636830"
"36845","cg05637065"
"36846","cg05637360"
"36847","cg05638056"
"36848","cg05638648"
"36849","cg05638776"
"36850","cg05638821"
"36851","cg05640318"
"36852","cg05641180"
"36853","cg05641884"
"36854","cg05642024"
"36855","cg05644151"
"36856","cg05644480"
"36857","cg05644735"
"36858","cg05645557"
"36859","cg05645661"
"36860","cg05645997"
"36861","cg05647929"
"36862","cg05650810"
"36863","cg05651080"
"36864","cg05651143"
"36865","cg05651292"
"36866","cg05651393"
"36867","cg05652455"
"36868","cg05653481"
"36869","cg05653604"
"36870","cg05654197"
"36871","cg05654289"
"36872","cg05654338"
"36873","cg05655127"
"36874","cg05657096"
"36875","cg05658414"
"36876","cg05658811"
"36877","cg05659202"
"36878","cg05659741"
"36879","cg05660005"
"36880","cg05660680"
"36881","cg05661164"
"36882","cg05662829"
"36883","cg05665326"
"36884","cg05665768"
"36885","cg05666200"
"36886","cg05666458"
"36887","cg05666526"
"36888","cg05667581"
"36889","cg05669845"
"36890","cg05669848"
"36891","cg05670991"
"36892","cg05672923"
"36893","cg05672967"
"36894","cg05673425"
"36895","cg05674036"
"36896","cg05674444"
"36897","cg05674692"
"36898","cg05676046"
"36899","cg05676261"
"36900","cg05677520"
"36901","cg05678871"
"36902","cg05678960"
"36903","cg05678976"
"36904","cg05679027"
"36905","cg05680926"
"36906","cg05682639"
"36907","cg05683999"
"36908","cg05684371"
"36909","cg05684622"
"36910","cg05687551"
"36911","cg05690286"
"36912","cg05691383"
"36913","cg05693611"
"36914","cg05693721"
"36915","cg05694450"
"36916","cg05694771"
"36917","cg05694825"
"36918","cg05695327"
"36919","cg05697754"
"36920","cg05697832"
"36921","cg05697969"
"36922","cg05699806"
"36923","cg05700141"
"36924","cg05701765"
"36925","cg05702459"
"36926","cg05702725"
"36927","cg05703009"
"36928","cg05703112"
"36929","cg05703749"
"36930","cg05705615"
"36931","cg05706471"
"36932","cg05706649"
"36933","cg05710561"
"36934","cg05710730"
"36935","cg05711047"
"36936","cg05711133"
"36937","cg05711688"
"36938","cg05712403"
"36939","cg05713206"
"36940","cg05716269"
"36941","cg05716726"
"36942","cg05717050"
"36943","cg05718393"
"36944","cg05719181"
"36945","cg05720980"
"36946","cg05721365"
"36947","cg05721374"
"36948","cg05722692"
"36949","cg05723200"
"36950","cg05724658"
"36951","cg05725148"
"36952","cg05727186"
"36953","cg05728166"
"36954","cg05728282"
"36955","cg05729804"
"36956","cg05730282"
"36957","cg05731278"
"36958","cg05732081"
"36959","cg05733181"
"36960","cg05733231"
"36961","cg05735384"
"36962","cg05738251"
"36963","cg05738749"
"36964","cg05738750"
"36965","cg05739287"
"36966","cg05740024"
"36967","cg05740071"
"36968","cg05740418"
"36969","cg05740465"
"36970","cg05740567"
"36971","cg05740668"
"36972","cg05740793"
"36973","cg05741483"
"36974","cg05742286"
"36975","cg05742993"
"36976","cg05748359"
"36977","cg05750635"
"36978","cg05751183"
"36979","cg05752349"
"36980","cg05754973"
"36981","cg05755017"
"36982","cg05756457"
"36983","cg05756954"
"36984","cg05759250"
"36985","cg05759316"
"36986","cg05760417"
"36987","cg05760951"
"36988","cg05762326"
"36989","cg05762578"
"36990","cg05766636"
"36991","cg05769097"
"36992","cg05769106"
"36993","cg05769108"
"36994","cg05771132"
"36995","cg05771377"
"36996","cg05773164"
"36997","cg05774354"
"36998","cg05775372"
"36999","cg05775796"
"37000","cg05777672"
"37001","cg05778440"
"37002","cg05778739"
"37003","cg05779088"
"37004","cg05779458"
"37005","cg05779559"
"37006","cg05779786"
"37007","cg05779963"
"37008","cg05780883"
"37009","cg05781294"
"37010","cg05781417"
"37011","cg05781820"
"37012","cg05782078"
"37013","cg05782966"
"37014","cg05783455"
"37015","cg05783727"
"37016","cg05783844"
"37017","cg05784226"
"37018","cg05785839"
"37019","cg05787038"
"37020","cg05787265"
"37021","cg05789702"
"37022","cg05789974"
"37023","cg05790002"
"37024","cg05791018"
"37025","cg05791411"
"37026","cg05793444"
"37027","cg05793930"
"37028","cg05794182"
"37029","cg05795861"
"37030","cg05796223"
"37031","cg05796504"
"37032","cg05797929"
"37033","cg05798111"
"37034","cg05798641"
"37035","cg05800723"
"37036","cg05801329"
"37037","cg05801628"
"37038","cg05801639"
"37039","cg05802560"
"37040","cg05803138"
"37041","cg05803606"
"37042","cg05803989"
"37043","cg05804037"
"37044","cg05804598"
"37045","cg05804949"
"37046","cg05805997"
"37047","cg05806180"
"37048","cg05807023"
"37049","cg05808124"
"37050","cg05808783"
"37051","cg05809186"
"37052","cg05811567"
"37053","cg05812492"
"37054","cg05813328"
"37055","cg05813532"
"37056","cg05814351"
"37057","cg05815247"
"37058","cg05817295"
"37059","cg05817765"
"37060","cg05818532"
"37061","cg05819745"
"37062","cg05823038"
"37063","cg05823818"
"37064","cg05824755"
"37065","cg05825127"
"37066","cg05825950"
"37067","cg05827775"
"37068","cg05829749"
"37069","cg05831747"
"37070","cg05831907"
"37071","cg05832050"
"37072","cg05833629"
"37073","cg05834728"
"37074","cg05834845"
"37075","cg05835009"
"37076","cg05835233"
"37077","cg05835309"
"37078","cg05835416"
"37079","cg05835547"
"37080","cg05836256"
"37081","cg05837142"
"37082","cg05837753"
"37083","cg05837990"
"37084","cg05838959"
"37085","cg05839741"
"37086","cg05839762"
"37087","cg05840289"
"37088","cg05842036"
"37089","cg05842120"
"37090","cg05842260"
"37091","cg05843312"
"37092","cg05843966"
"37093","cg05844402"
"37094","cg05844625"
"37095","cg05844871"
"37096","cg05846244"
"37097","cg05846642"
"37098","cg05847664"
"37099","cg05848279"
"37100","cg05848463"
"37101","cg05848545"
"37102","cg05848834"
"37103","cg05849499"
"37104","cg05851493"
"37105","cg05853266"
"37106","cg05855733"
"37107","cg05856015"
"37108","cg05857283"
"37109","cg05858008"
"37110","cg05858115"
"37111","cg05858612"
"37112","cg05864011"
"37113","cg05865161"
"37114","cg05865243"
"37115","cg05865822"
"37116","cg05865834"
"37117","cg05867387"
"37118","cg05867412"
"37119","cg05869126"
"37120","cg05869429"
"37121","cg05870631"
"37122","cg05872026"
"37123","cg05872255"
"37124","cg05872540"
"37125","cg05873111"
"37126","cg05873268"
"37127","cg05874167"
"37128","cg05874478"
"37129","cg05874523"
"37130","cg05876232"
"37131","cg05877767"
"37132","cg05877783"
"37133","cg05879324"
"37134","cg05881436"
"37135","cg05881808"
"37136","cg05883299"
"37137","cg05884023"
"37138","cg05885936"
"37139","cg05886386"
"37140","cg05886469"
"37141","cg05887153"
"37142","cg05887495"
"37143","cg05887630"
"37144","cg05887787"
"37145","cg05888947"
"37146","cg05889198"
"37147","cg05891094"
"37148","cg05891869"
"37149","cg05892167"
"37150","cg05892902"
"37151","cg05894907"
"37152","cg05895077"
"37153","cg05896120"
"37154","cg05897615"
"37155","cg05898113"
"37156","cg05898699"
"37157","cg05898754"
"37158","cg05899183"
"37159","cg05899741"
"37160","cg05900045"
"37161","cg05900785"
"37162","cg05901462"
"37163","cg05901522"
"37164","cg05901786"
"37165","cg05901895"
"37166","cg05901917"
"37167","cg05902460"
"37168","cg05906717"
"37169","cg05907136"
"37170","cg05908149"
"37171","cg05908242"
"37172","cg05909287"
"37173","cg05909891"
"37174","cg05910415"
"37175","cg05910970"
"37176","cg05911100"
"37177","cg05911765"
"37178","cg05913555"
"37179","cg05914369"
"37180","cg05915116"
"37181","cg05916255"
"37182","cg05919122"
"37183","cg05919161"
"37184","cg05919690"
"37185","cg05922028"
"37186","cg05922265"
"37187","cg05922422"
"37188","cg05923759"
"37189","cg05924191"
"37190","cg05924485"
"37191","cg05924543"
"37192","cg05924882"
"37193","cg05925577"
"37194","cg05925949"
"37195","cg05928218"
"37196","cg05928369"
"37197","cg05930173"
"37198","cg05930684"
"37199","cg05931366"
"37200","cg05931989"
"37201","cg05932005"
"37202","cg05932159"
"37203","cg05932184"
"37204","cg05932351"
"37205","cg05932828"
"37206","cg05933074"
"37207","cg05933703"
"37208","cg05934783"
"37209","cg05935660"
"37210","cg05935774"
"37211","cg05935833"
"37212","cg05936194"
"37213","cg05936219"
"37214","cg05937532"
"37215","cg05937630"
"37216","cg05938207"
"37217","cg05938958"
"37218","cg05939513"
"37219","cg05939907"
"37220","cg05940861"
"37221","cg05941060"
"37222","cg05941856"
"37223","cg05941911"
"37224","cg05942449"
"37225","cg05942558"
"37226","cg05944468"
"37227","cg05944551"
"37228","cg05945314"
"37229","cg05945584"
"37230","cg05946335"
"37231","cg05946604"
"37232","cg05947649"
"37233","cg05949379"
"37234","cg05949576"
"37235","cg05950018"
"37236","cg05951044"
"37237","cg05951425"
"37238","cg05952186"
"37239","cg05952755"
"37240","cg05953124"
"37241","cg05953316"
"37242","cg05954614"
"37243","cg05956679"
"37244","cg05957436"
"37245","cg05957603"
"37246","cg05958702"
"37247","cg05961707"
"37248","cg05961721"
"37249","cg05962092"
"37250","cg05962265"
"37251","cg05963872"
"37252","cg05963962"
"37253","cg05965288"
"37254","cg05966988"
"37255","cg05970660"
"37256","cg05971373"
"37257","cg05971818"
"37258","cg05971876"
"37259","cg05972376"
"37260","cg05973337"
"37261","cg05973840"
"37262","cg05974455"
"37263","cg05976179"
"37264","cg05977558"
"37265","cg05978071"
"37266","cg05980673"
"37267","cg05980726"
"37268","cg05981896"
